Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,20/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Mauritania,MRT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.41736,,,,,,,35.34843,,,,,,,,,,43.35439,,
Mauritius,MUS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.66088867,,,,,,,,,,80.50003,,,,,,,,,,,86.65807,88.97935,89.05094,90.28332,90.65402,90.98055,,89.36638,
Malawi,MWI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5230217,,,,,,,,,,,53.9971199,,,,,,,,,,,,51.25197,,,,55.13099,55.20411,,,,
Malaysia,MYS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,61.24850082,,,,,,,,,,,77.28308868,,,,,,,,,85.35422,,,,,,,,,,90.74768,,,,,,91.06836,,,
North America,NAC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,90.31079102,,,,,,,,,,,,,92.07344055,,,,,,,95.46530151,,,,,,,,,,,,,,,,,,97.5,,,,,
Niger,NER,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.39935,,,,15.08414,,,,,,,22.55129,,,,,,,
Nigeria,NGA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.72919846,,,,,,,,,,,,43.32205,,,,,41.38676,,,,,,,,,,52.65648,
Nicaragua,NIC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.60166,,,,77.91604,,,,,,,,,,82.77935,,,,
Netherlands,NLD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,9.153120041,,,,,,,,,,17.38179016,,,,,,,,,,34.88676,,,,,,,,,,48.83759,,,,,,,59.72443,
Nauru,NRU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.53171,,,,,80.87226,,81.80323,,,,88.9267,86.03721,90.94416,92.2256,92.69399,
Other small states,OSS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,66.99817657,67.31542969,67.71543884,68.32733154,69.40532684,70.12460327,70.64652252,71.11392975,71.56286621,72.20838165,72.34075165,72.76824951,73.45304871,74.07749939,74.88165283,75.5306015,75.61978912,76.18798065,77.09050751,77.90789795,78.40944672,78.88021851,78.64032745,77.81459045,78.96260834,78.19873047,78.37848,79.08935,79.50647,79.84627,80.34852,81.24221,81.21255,81.40992,81.74337,
Pakistan,PAK,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,14.77155018,,,,,,,,,,,,,,,,,29.04384041,,,,,,,35.36752,39.61323,,40.08118,40.31462,41.01553,41.97539,43.07189,41.97494,44.28342,,,46.46767,,
Panama,PAN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,88.04653168,,,,,,,,,,88.21485138,,,,,,,,,,91.24718,,,,,,,,,,93.48526,,,,,,,,94.88172,
Peru,PER,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,73.8583374,,,,,,,,,,,,81.65875244,,,,,,,,,,,82.06262,82.45437,83.45487,84.64688,,,,,90.66883,,90.44918,91.24653,91.18853,91.27013,91.70311,
Philippines,PHL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,82.76215363,,,,,,,,,,93.18071747,,,,94.53865051,,,,,,92.65491,,,93.56453,,,,,95.82563,,,,,96.78736,,98.24175,,,,
Palau,PLW,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,90.50324249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.52794,,96.34015,,,,
Papua New Guinea,PNG,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.91774,,,,,,,,,,57.9,,,,,,,,,
Poland,POL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,98.25198364,,,,,,,,,,98.25198364,,,,,,,,,,98.25198364,,,,,,,,,,98.25198,,,,,,,,,,,
Pre-demographic dividend,PRE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,36.65240097,37.43085861,38.14820099,38.82310104,39.56425858,40.60100937,40.56990051,41.25376129,41.96405029,42.57384109,43.50550842,44.68915176,45.40134811,46.37025833,44.55593872,45.6084404,46.38439178,47.18592072,48.24528885,47.86154938,46.57302856,46.17654037,45.77804947,45.37931061,45.94763,48.23761,49.73868,49.88911,50.88812,51.73806,52.75926,53.88341,54.83552,
Puerto Rico,PRI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,85.8503418,,,,,,,,,,89.73095703,,,,,,,,,,,,,,,,,,,,92.53015,,,,,,,92.39002,,
"Korea, Dem. People’s Rep.",PRK,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99761,,,,,,,,,,,
Portugal,PRT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,74.60798645,,,,,,,,,,84.65821075,,,,,,,,,,,,,,,,,,,,92.86077,,,,,,,95.07252,
Paraguay,PRY,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,75.85298157,,,,,,,,,,88.55870819,,,,,,,,,,,,,,,93.45327,92.49443,93.14401,92.92574,,93.58785,94.46626,94.2148,94.87442,93.83505,,93.53171,
West Bank and Gaza,PSE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.72662354,,,,,,,87.95174,,89.757,90.46518,90.09906,91.70453,92.1728,92.61618,93.56538,94.12609,94.40729,94.85377,95.20791,,95.74195,
Pacific island small states,PSS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.38918304,85.43721771,85.66201782,85.88491821,86.09754944,86.31210327,86.53427887,,,,,,,,,,,,,,,88.77012,88.81986,,
Post-demographic dividend,PST,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,72.45894623,,,,,,,,,,,80.8886795,,,,,,,88.60922,,,90.43612,92.66382,92.91018,,,,91.72963,92.4524,,94.20704,94.71151,,
Romania,ROU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.9826889,,,,,,,,,,96.26632,,,,,,,,,98.20521,,,,,,,98.59977,
Russian Federation,RUS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.75817108,,,,,,,,,,,,,99.22836,,,,,,,,99.64778,,,,,,,,99.73411,
Rwanda,RWA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,26.57357979,,,,,,,,,,,,,,,,,,,,,,59.75034,,,,,,,,,,61.54861,,64.66449,,66.13744,,,,69.39454,
South Asia,SAS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,21.36746025,21.37083054,22.10637093,22.85940933,23.62182045,24.36651993,24.6000309,25.85770988,26.65077019,27.45549965,28.27338028,29.10223961,29.94416046,29.93433952,30.8582592,31.76864052,32.43296051,33.55332947,34.46977997,35.39984131,36.35480881,37.33181,38.31713104,42.89321899,43.90235901,44.93043137,45.71406174,46.96604156,47.83428955,48.86325836,48.05305099,49.33618164,50.01491928,51.68540955,52.70362854,55.7265,56.84257,57.46891,58.45438,59.46374,60.55537,62.13805,63.05277,63.72935,
Saudi Arabia,SAU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.27783966,,,,,,,,69.29119,,,,76.33516,,,,,,,,,91.36925,,,,92.7072,,
Sudan,SDN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1464,,,,,,,,46.69963,,,,,,,,,,56.06323,
Senegal,SEN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.86326981,,,,,,,,,,,,,,29.24734,,,,32.98758,,,38.66625,,40.42492,,33.5966,,,,39.79856,,
Singapore,SGP,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,73.96853638,,,,,,,,,,83.02684784,,,,,,,,,,88.64518,,,,,,,,,,93.77481,94.0684,94.35959,94.64199,94.91132,95.19065,95.44789,95.68953,95.91941,
Solomon Islands,SLB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,69,,,,,,,,,,
Sierra Leone,SLE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.15893,,,,,,,,,24.85668,,,,,34.85203,
El Salvador,SLV,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.28053284,,,,,,,,,,,,,,81.00382,79.66213,81.3595,81.81795,82.30802,83.01564,,84.67035,,86.2171,86.32642,86.67364,,
San Marino,SMR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.90191,
Somalia,SOM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,3.687170029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.74911,,,,,98.22828,,97.54816,
Sub-Saharan Africa (excluding high income),SSA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,38.98630142,39.36429977,40.06740952,40.71886063,41.23321152,41.99747086,42.77272034,43.01649094,43.72671127,44.63323975,45.15414047,46.05076981,47.15784073,47.87789917,48.79861069,47.39992905,48.44419861,48.49977112,49.27471924,50.85039902,50.0945015,49.14810181,49.64255905,49.45859909,50.51829147,51.03948,53.07256,54.49346,54.91917,55.76808,56.62408,57.60571,58.09339,58.7967,
South Sudan,SSD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.18638,,,,,,,,,,28.86426,
Sub-Saharan Africa,SSF,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,38.99372101,39.37176132,40.07482147,40.72629166,41.24065018,42.004879,42.78010178,43.02384949,43.73403931,44.64041138,45.16133881,46.05783081,47.16471863,47.88467026,48.80522919,47.40684128,48.45106125,48.50666046,49.28162003,50.85707855,50.10129929,49.15493011,49.64916992,49.46506119,50.52444839,51.04543,53.07815,54.49878,54.92437,55.77309,56.6289,57.61033,58.09787,58.80101,
Small states,SST,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,73.87792206,74.30786896,75.07360077,75.59243011,75.99318695,76.30106354,76.60761261,77.05355072,77.14505005,77.49005127,78.00588226,78.48706055,79.09171295,79.48171234,79.70201111,80.15956116,80.84844208,81.47516632,81.87909698,82.25924683,82.11338806,81.66174316,82.51593781,81.99848175,82.15936,82.69034,82.95198,83.13483,83.5122,84.16215,84.13873,84.27758,84.50717,
Sao Tome and Principe,STP,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,42.36338043,,,,,,,,,,61.92047882,,,,,,,,,,77.94923,,,,,,,60.08303,,,,85.4417,,,,,,89.51573,
Suriname,SUR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.19744,,,,93.76537,,94.00354,,90.99791,,,,,,92.71206,
Slovak Republic,SVK,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.45375061,,,,,,,,,,,,,99.6,,,,,,,,,,99.6,,,,,
Sweden,SWE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,53.6659584,,,,,,,,,,65.2228775,,,,,,,,,,,,,,80.32875,,,,,,,,,,82.44755,,,,,,,,88.54269,
Sint Maarten (Dutch part),SXM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.48930359,,,,,,,88.58660126,,,,,,,,92.25898,,,,,,,,94.44898,,,,,,,,96.3502,
Syrian Arab Republic,SYR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,37.05915833,,,,,,,,,,,,,,,,,,,,,74.24044,,73.62656,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.591829777,,,,,,,12.79642,,,,17.98058,,,,,,,,,,,13.93341,13.95523,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,49.49674988,49.72481918,51.17282104,52.7218895,53.48427963,55.65296173,56.82254028,58.56991959,59.99010086,61.34542847,62.5608902,64.07823944,69.99848175,70.99552155,71.10128021,72.6367569,73.37561035,74.09136963,74.85703278,75.61422729,76.3658905,84.57280731,85.11585999,85.60605621,86.28337097,86.68765259,87.24320984,87.81890869,88.54865265,89.05341339,89.64816284,91.22254181,91.58885956,92.06572723,92.25185,92.12622,92.43222,92.57102,93.18206,93.42771,93.60308,93.89924,94.11664,
Europe & Central Asia (IDA & IBRD countries),TEC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,91.52555084,92.50637054,92.78045654,92.97090912,93.2094574,93.4071579,93.55626678,93.79898834,93.92758179,94.09406281,94.26053619,94.42677307,94.59636688,94.84719849,95.00816345,95.49134827,95.58963776,95.60349274,95.70327759,95.82025146,95.92233276,96.1151886,96.34281921,96.30364227,96.44216919,96.49049377,97.25611877,97.64685,97.9796,98.15653,98.22636,98.2668,98.30638,98.46863,98.43509,98.50061,
Togo,TGO,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.45329,,,,,,44.37663,,,43.6069,,47.97739,,,,51.24178,,,,
Thailand,THA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,83.89334869,,,,,,,,,,,,,,,,,,,,90.51602,,,,,91.52957,,,,,96.42705,,,92.24916,,91.19193,,,,
Tajikistan,TJK,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.64179993,,,,,,,,,,,99.22123,,,,,,,,,,,,,,99.7,,,,,
Turkmenistan,TKM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.26177216,,,,,,,,,,,,,,,,,,,99.6,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,74.93572998,74.95800018,75.43080902,75.97325897,76.56339264,77.10839844,77.73410034,78.16383362,78.67891693,79.19947052,79.70897675,80.20404053,80.68611145,80.96734619,81.59515381,82.17343903,82.69303894,83.28780365,83.97354889,84.66873932,85.2519989,85.89370728,86.29367065,86.60780334,87.17690277,87.54496002,87.87745667,87.90435791,88.09417725,88.92643738,88.93785858,89.47753143,89.35285187,90.09642792,90.38305664,90.76725769,90.90252,91.44877,91.78015,91.85492,92.34077,92.50708,92.98054,93.12084,93.32517,
Timor-Leste,TLS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,42.5,,,52.959,,,,,,,,64.21094,
Middle East & North Africa (IDA & IBRD countries),TMN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,24.27647018,24.76890945,25.2809906,25.84692001,26.64562988,27.10976028,27.90582085,28.74924088,29.66772079,30.58987999,31.58530045,32.78538132,34.00941849,35.1547699,36.50976181,37.56531143,38.84096909,40.09516144,43.06879044,44.60746002,45.83113861,46.41902161,47.7772789,49.79486084,51.64398956,52.72993851,54.15855026,55.55284119,56.88328171,58.23543167,58.61381149,61.95230865,63.21162033,,63.90184021,64.26905823,65.16423035,65.16108704,66.28048,66.55302,67.2117,67.71737,68.31226,69.24832,67.624,69.08206,69.12166,
Tonga,TON,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,99.52552795,,,,,,,,,,,,,,,,,,,,98.97554779,,,,,,,,,,99.08251,,,,,99.43422,,,,,,,99.47503,
South Asia (IDA & IBRD),TSA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,21.36746025,21.37083054,22.10637093,22.85940933,23.62182045,24.36651993,24.6000309,25.85770988,26.65077019,27.45549965,28.27338028,29.10223961,29.94416046,29.93433952,30.8582592,31.76864052,32.43296051,33.55332947,34.46977997,35.39984131,36.35480881,37.33181,38.31713104,42.89321899,43.90235901,44.93043137,45.71406174,46.96604156,47.83428955,48.86325836,48.05305099,49.33618164,50.01491928,51.68540955,52.70362854,55.7265,56.84257,57.46891,58.45438,59.46374,60.55537,62.13805,63.05277,63.72935,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,38.99372101,39.37176132,40.07482147,40.72629166,41.24065018,42.004879,42.78010178,43.02384949,43.73403931,44.64041138,45.16133881,46.05783081,47.16471863,47.88467026,48.80522919,47.40684128,48.45106125,48.50666046,49.28162003,50.85707855,50.10129929,49.15493011,49.64916992,49.46506119,50.52444839,51.04543,53.07815,54.49878,54.92437,55.77309,56.6289,57.61033,58.09787,58.80101,
Trinidad and Tobago,TTO,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,93.46417236,,,,,,,,,,95.66178894,,,,,,,,,,97.1,,,,,,,,,,98.3,,,,,,,,,
Tunisia,TUN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,35.7675705,,,,,,,,,,,,,,,,,,,,65.34786,,,68.50938,70.96418,,71.08821,71.7296,72.16065,,72.22377,,,,,
Turkey,TUR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,45.09891891,,,,,49.80641174,,,,,64.23171997,,,,,68.51966095,,,,,,,,,,,,,,79.58169,80.54895,80.38516,81.26383,,85.34716,88.07317,90.3101,91.60452,92.13808,92.40182,92.64581,93.56301,93.49827,,
Tuvalu,TUV,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.08802032,,,,,,,,,,,,,,62.17232,,,,,,,,60.75262,,73.34718,,,73.09383,,,,
Uganda,UGA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.82669067,,,,,,,,,,,58.90988,,,,62.07897,,,,64.59145,,61.97043,,,,,,70.83806,
Ukraine,UKR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.17157,,,,,,,,,,,99.9582,,,,,,,
Upper middle income,UMC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,56.70998001,56.91822815,58.08945084,59.21915817,60.46012115,61.61365128,62.56056976,64.02245331,65.38533783,66.52735901,67.626297,68.63804626,73.36512756,74.18682861,74.54322815,75.75330353,76.39965057,77.04177094,77.64555359,78.32781219,78.97502136,85.46343231,86.0184021,86.48233795,87.03926849,87.34796906,87.67386627,88.36036682,88.95202637,89.40361786,89.66499329,91.01338196,91.34036255,91.81551361,91.97018,92.38267,92.59496,92.67691,92.97606,93.21061,93.42464,93.52216,93.74047,
Uruguay,URY,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,94.30451965,,,,,,,,,,95.88153839,,,,,,,,,,,97.27095795,,,,,,,,,,98.08436,98.24193,98.46366,98.53372,98.49095,98.61908,98.66055,98.63643,98.80905,98.86746,98.85032,98.96391,99.00774,
